case_id,event,timestamp,resource
106,mgrApplicantIDCheck,2023-04-19 18:44:46.380,maria@martinez.com
106,mgrVerifiedApplID,2023-04-20 15:22:10.030,maria@martinez.com
106,sspCRCSubmit,2023-04-20 16:48:02.470,james@johnson.com
106,sspReceiveCRC,2023-04-22 11:51:30.260,james@johnson.com
106,sspPerformCC,2023-04-22 11:52:31.970,john@smith.com
106,sspApproved,2023-04-22 11:53:29.060,michael@smith.com
106,sspRequestSecBrief,2023-04-22 11:54:19.440,maria@hernandez.com
106,mgrCompleteSecBrief,2023-04-25 16:22:05.950,maria@martinez.com
107,mgrRequestScreening,2023-03-25 12:40:50.750,james@smith.com
107,appEmailInvitation,2023-03-25 12:41:15.290,maria@garcia.com
107,appApplicationSubmit,2023-03-25 20:11:56.720,robert@smith.com
107,sspApplicationReview,2023-03-28 14:57:30.040,mary@smith.com
107,mgrApplicantIDCheck,2023-03-28 14:58:08.480,maria@hernandez.com
107,mgrVerifiedApplID,2023-03-30 16:42:09.070,maria@martinez.com
107,sspCRCSubmit,2023-03-31 13:14:40.850,james@johnson.com
107,sspReceiveCRC,2023-04-01 12:36:12.500,james@johnson.com
107,sspPerformCC,2023-04-01 12:39:12.280,john@smith.com
107,sspApproved,2023-04-01 12:40:02.000,michael@smith.com
107,sspRequestSecBrief,2023-04-01 12:40:52.570,maria@martinez.com
107,sspRequestSecBrief,2023-07-14 15:06:13.540,maria@martinez.com
107,mgrCompleteSecBrief,2023-07-14 15:17:05.490,maria@hernandez.com
80,checkCSIS,2023-04-08 15:12:07.490,pete@postletwaithe.com
80,checkPolygraph,2023-04-08 16:12:07.490,mike@micklewhite.com
100,checkCSIS,2023-06-27 18:42:05.900,pete@postletwaithe.com
100,checkPolygraph,2023-06-27 19:42:05.900,mike@micklewhite.com
106,checkCSIS,2023-04-25 17:22:05.950,pete@postletwaithe.com
